,Vehicle ID,ZIP Code,VIN Prefix,Vehicle Name,Technology
2652,WA-044-8746622,98661,KNAGV4LD,Kia Optima Plug In,PHEV
2653,WA-044-117751924,98001,5YJ3E1EA,Tesla Model 3,BEV
2654,WA-044-203998651,98110,1N4AZ0CP,Nissan Leaf,BEV
2655,WA-044-322935763,98273,5YJ3E1EB,Tesla Model 3,BEV
2656,WA-044-274767216,98070,WBY1Z2C5,BMW i3,BEV
2657,WA-044-2151523,98029,5YJ3E1EB,Tesla Model 3,BEV
2658,WA-044-150157101,98166,3MW5P9J0,BMW 3-Series Plug in,PHEV
2659,WA-044-123675261,98391,1N4BZ1CP,Nissan Leaf,BEV
2660,WA-044-209472791,98837,1G1RD6E4,Chevrolet Volt,PHEV
2661,WA-044-183649196,98070,1FADP5CU,Ford C-Max Energi,PHEV
2662,WA-044-166428713,99205,KM8K33AG,Hyundai Kona Electric,BEV
2663,WA-044-153922646,98404,5YJ3E1EA,Tesla Model 3,BEV
2664,WA-044-216109953,98115,WBY1Z2C5,BMW i3,BEV
2665,WA-044-475137673,98034,5YJ3E1EA,Tesla Model 3,BEV
2666,WA-044-167308886,98801,5LMYJ9YY,Lincoln Aviator Plug In,PHEV
2667,WA-044-167828671,98406,5YJSA1H2,Tesla Model S,BEV
2668,WA-044-177851579,98115,5YJ3E1EA,Tesla Model 3,BEV
2669,WA-044-474834741,98029,5YJXCAE2,Tesla Model X,BEV
2670,WA-044-9661284,98466,1G1FX6S0,Chevrolet Bolt EV,BEV
2671,WA-044-350027891,98362,1N4AZ0CP,Nissan Leaf,BEV
2672,WA-044-177873062,98052,5YJ3E1EA,Tesla Model 3,BEV
2673,WA-044-260833702,98144,5YJSA1V2,Tesla Model S,BEV
2674,WA-044-199522494,98225,WVWKP7AU,Volkswagen e-Golf,BEV
2675,WA-044-348771692,98126,1G1FX6S0,Chevrolet Bolt EV,BEV
2676,WA-044-475440535,98532,1FADP5CU,Ford C-Max Energi,PHEV
2677,WA-044-233296255,98115,1N4AZ0CP,Nissan Leaf,BEV
2678,WA-044-290904421,98117,YV4BR0DL,Volvo XC60 Plug In,PHEV
2679,WA-044-476857860,98074,WA1VAAGE,Audi e-tron,BEV
2680,WA-044-171111496,98110,JTMAB3FV,Toyota RAV4 Prime,PHEV
2681,WA-044-332686735,98592,5YJ3E1EB,Tesla Model 3,BEV
2682,WA-044-476938815,98040,1N4AZ1CP,Nissan Leaf,BEV
2683,WA-044-251649324,98038,1G1RF6E4,Chevrolet Volt,PHEV
2684,WA-044-180745239,98087,5YJYGDEE,Tesla Model Y,BEV
2685,WA-044-333199555,98271,3C3CFFGE,Fiat 500e,BEV
2686,WA-044-260836460,98221,2T3YL4DV,Toyota RAV4 EV,BEV
2687,WA-044-254326817,98166,1FADP5CU,Ford C-Max Energi,PHEV
2688,WA-044-252675370,98115,WP1AE2A2,Porsche Cayenne S E-Hybrid,PHEV
2689,WA-044-151241898,98092,1G1FX6S0,Chevrolet Bolt EV,BEV
2690,WA-044-477879769,98105,5YJ3E1EB,Tesla Model 3,BEV
2691,WA-044-212935278,98038,1N4AZ0CP,Nissan Leaf,BEV
2692,WA-044-476168024,98039,5YJ3E1EA,Tesla Model 3,BEV
2693,WA-044-259990475,98133,5YJ3E1EA,Tesla Model 3,BEV
2694,WA-044-185134953,98039,5YJSA1E2,Tesla Model S,BEV
2695,WA-044-335468444,98105,1N4AZ1CP,Nissan Leaf,BEV
2696,WA-044-206331163,98284,1G1RB6S5,Chevrolet Volt,PHEV
2697,WA-044-475261209,98335,JA4J24A5,Mitsubishi Outlander Plug In,PHEV
2698,WA-044-348669772,98239,3FA6P0PU,Ford Fusion Energi,PHEV
2699,WA-044-206271796,98133,1N4AZ0CP,Nissan Leaf,BEV
2700,WA-044-188274733,98043,1N4AZ0CP,Nissan Leaf,BEV
2701,WA-044-474917684,98115,JTDKARFP,Toyota Prius Prime,PHEV
2702,WA-044-292894724,98033,5YJ3E1EA,Tesla Model 3,BEV
2703,WA-044-154148445,98903,5YJYGAEE,Tesla Model Y,BEV
2704,WA-044-252744740,98058,JA3215H1,Mitsubishi i,BEV
2705,WA-044-237590195,98404,WBY1Z4C5,BMW i3 REx,PHEV
2706,WA-044-348694111,98501,1G1FW6S0,Chevrolet Bolt EV,BEV
2707,WA-044-270717121,98011,1G1FX6S0,Chevrolet Bolt EV,BEV
2708,WA-044-200516690,98366,KL8CL6S0,Chevrolet Spark,BEV
2709,WA-044-233522124,98052,1N4BZ0CP,Nissan Leaf,BEV
2710,WA-044-4813168,98258,5YJ3E1EC,Tesla Model 3,BEV
2711,WA-044-325527079,98055,5YJ3E1EA,Tesla Model 3,BEV
2712,WA-044-195512201,98029,5YJXCBE2,Tesla Model X,BEV
2713,WA-044-1656469,98092,WBY1Z6C3,BMW i3,BEV
2714,WA-044-288967899,98631,5YJ3E1EB,Tesla Model 3,BEV
2715,WA-044-348733703,98642,1G1RH6E4,Chevrolet Volt,PHEV
2716,WA-044-9142318,98102,WVWPR7AU,Volkswagen e-Golf,BEV
2717,WA-044-252433786,98104,WMZYU7C5,Mini Countryman Plug In,PHEV
2718,WA-044-468750740,98682,5YJ3E1EB,Tesla Model 3,BEV
2719,WA-044-476064431,98007,5YJ3E1EB,Tesla Model 3,BEV
2720,WA-044-348834475,98392,JTDKARFP,Toyota Prius Prime,PHEV
2721,WA-044-247180615,98003,JTDKN3DP,Toyota Prius Plug-in,PHEV
2722,WA-044-225602513,98042,1G1RA6S5,Chevrolet Volt,PHEV
2723,WA-044-199852502,98118,1N4AZ0CP,Nissan Leaf,BEV
2724,WA-044-8988997,99202,JN1AZ0CP,Nissan Leaf,BEV
2725,WA-044-151399265,98607,2C4RC1S7,Chrysler Pacifica,PHEV
2726,WA-044-477834171,98012,5YJ3E1EA,Tesla Model 3,BEV
2727,WA-044-2073683,98520,KNDCD3LD,Kia Niro Plug In,PHEV
2728,WA-044-475495240,98006,5YJ3E1EB,Tesla Model 3,BEV
2729,WA-044-225417209,98390,1N4AZ0CP,Nissan Leaf,BEV
2730,WA-044-211567919,98057,1FADP5CU,Ford C-Max Energi,PHEV
2731,WA-044-348910278,98045,1G1RB6S5,Chevrolet Volt,PHEV
2732,WA-044-219008408,98038,5YJXCDE2,Tesla Model X,BEV
2733,WA-044-195687537,98027,5YJ3E1EB,Tesla Model 3,BEV
2734,WA-044-290420406,98039,5YJ3E1EA,Tesla Model 3,BEV
2735,WA-044-261108438,98498,1G1RA6S5,Chevrolet Volt,PHEV
2736,WA-044-4591842,98052,5YJ3E1EA,Tesla Model 3,BEV
2737,WA-044-236881291,98055,JTDKARFP,Toyota Prius Prime,PHEV
2738,WA-044-245995270,98116,1G1FX6S0,Chevrolet Bolt EV,BEV
2739,WA-044-154028507,98004,WP0AB2Y1,Porsche Taycan,BEV
2740,WA-044-477751767,98226,5YJ3E1EA,Tesla Model 3,BEV
2741,WA-044-8031397,98133,5YJ3E1EB,Tesla Model 3,BEV
2742,WA-044-211453882,98110,1G1FW6S0,Chevrolet Bolt EV,BEV
2743,WA-044-196261985,98055,1N4AZ0CP,Nissan Leaf,BEV
2744,WA-044-179946252,98466,5LMYJ8XY,Lincoln Aviator Plug In,PHEV
2745,WA-044-476113354,98275,1N4AZ0CP,Nissan Leaf,BEV
2746,WA-044-252924423,98118,5YJSA1CN,Tesla Model S,BEV
2747,WA-044-200438829,98052,1N4AZ0CP,Nissan Leaf,BEV
2748,WA-044-4991038,98277,KMHC75LD,Hyundai Ioniq Plug In,PHEV
2749,WA-044-289496133,98021,5YJ3E1EA,Tesla Model 3,BEV
2750,WA-044-333213667,98513,5YJSA1E1,Tesla Model S,BEV
2751,WA-044-205951224,98055,5YJ3E1EB,Tesla Model 3,BEV
2752,WA-044-9432797,98012,5YJ3E1EC,Tesla Model 3,BEV
2753,WA-044-2676159,98029,5YJXCAE2,Tesla Model X,BEV
2754,WA-044-304556360,98362,1G1FY6S0,Chevrolet Bolt EV,BEV
2755,WA-044-289174287,98133,5YJ3E1EB,Tesla Model 3,BEV
2756,WA-044-9131888,98074,5YJ3E1EA,Tesla Model 3,BEV
2757,WA-044-154129223,98277,2C4RC1S7,Chrysler Pacifica,PHEV
2758,WA-044-246662489,98042,3FA6P0PU,Ford Fusion Energi,PHEV
2759,WA-044-9519485,98685,5YJ3E1EB,Tesla Model 3,BEV
2760,WA-044-350017209,98034,1FADP3R4,Ford Focus EV,BEV
2761,WA-044-326247757,98056,WVWKP7AU,Volkswagen e-Golf,BEV
2762,WA-044-279701390,98221,5YJSA1DN,Tesla Model S,BEV
2763,WA-044-175041667,98027,5YJYGDEE,Tesla Model Y,BEV
2764,WA-044-4878891,98273,KM8K33AG,Hyundai Kona Electric,BEV
2765,WA-044-292984856,99206,1G1RD6S5,Chevrolet Volt,PHEV
2766,WA-044-253485207,98665,1G1RA6E4,Chevrolet Volt,PHEV
2767,WA-044-4655192,98225,1N4BZ1CP,Nissan Leaf,BEV
2768,WA-044-350354770,98040,5YJSA1AC,Tesla Model S,BEV
2769,WA-044-226675305,98155,1N4AZ0CP,Nissan Leaf,BEV
2770,WA-044-200004633,98119,5UXKT0C5,BMW X5,PHEV
2771,WA-044-171046914,98685,5YJYGDEE,Tesla Model Y,BEV
2772,WA-044-332749007,98382,JHMZC5F1,Honda Clarity Plug In,PHEV
2773,WA-044-253058354,98321,1N4AZ0CP,Nissan Leaf,BEV
2774,WA-044-4697920,98116,WA1VABGE,Audi e-tron,BEV
2775,WA-044-164894544,98108,1N4AZ0CP,Nissan Leaf,BEV
2776,WA-044-227192458,98074,2C4RC1N7,Chrysler Pacifica,PHEV
2777,WA-044-164083279,98406,1N4AZ0CP,Nissan Leaf,BEV
2778,WA-044-210650849,98037,1N4AZ0CP,Nissan Leaf,BEV
2779,WA-044-291492540,98223,1N4BZ1CP,Nissan Leaf,BEV
2780,WA-044-478653598,98034,1N4BZ1CP,Nissan Leaf,BEV
2781,WA-044-476949812,98229,5YJ3E1EB,Tesla Model 3,BEV
2782,WA-044-154008039,98290,KNDCC3LG,Kia Niro EV,BEV
2783,WA-044-475552031,98039,5YJ3E1EB,Tesla Model 3,BEV
2784,WA-044-177932296,98166,WVGTMPE2,Volkswagen ID.4,BEV
2785,WA-044-458926989,98333,JTDKARFP,Toyota Prius Prime,PHEV
2786,WA-044-175279989,98034,1G1FX6S0,Chevrolet Bolt EV,BEV
2787,WA-044-4719886,98034,1N4BZ1CP,Nissan Leaf,BEV
2788,WA-044-8062267,98109,5YJSA1H1,Tesla Model S,BEV
2789,WA-044-312768830,98383,WA1VAAGE,Audi e-tron,BEV
2790,WA-044-312944656,98006,5YJ3E1EA,Tesla Model 3,BEV
2791,WA-044-348710694,98245,5YJSA1E2,Tesla Model S,BEV
2792,WA-044-350013674,98034,1FADP5CU,Ford C-Max Energi,PHEV
2793,WA-044-195720220,98674,WBY1Z2C5,BMW i3,BEV
2794,WA-044-347801975,98855,1N4AZ0CP,Nissan Leaf,BEV
2795,WA-044-289806373,98021,5YJ3E1EB,Tesla Model 3,BEV
2796,WA-044-180944165,98057,2C4RC1L7,Chrysler Pacifica,PHEV
2797,WA-044-9647074,98258,5YJ3E1EB,Tesla Model 3,BEV
2798,WA-044-477766131,98296,5YJ3E1EB,Tesla Model 3,BEV
2799,WA-044-7892517,98368,1N4AZ1CP,Nissan Leaf,BEV
2800,WA-044-207209180,98391,5YJSA1E2,Tesla Model S,BEV
2801,WA-044-253135809,98229,WBAJB1C5,BMW 5-Series Plug in,PHEV
2802,WA-044-9679106,98105,WBY1Z8C3,BMW i3 REx,PHEV
2803,WA-044-211270986,98223,1FADP5FU,Ford C-Max Energi,PHEV
2804,WA-044-8122957,98028,WA1VABGE,Audi e-tron,BEV
2805,WA-044-179981000,98052,5YJYGAEE,Tesla Model Y,BEV
2806,WA-044-4991794,98117,5YJSA1E2,Tesla Model S,BEV
2807,WA-044-233491653,99206,5YJSA1CN,Tesla Model S,BEV
2808,WA-044-177845118,98642,5YJ3E1EA,Tesla Model 3,BEV
2809,WA-044-2874140,98023,5YJ3E1EB,Tesla Model 3,BEV
2810,WA-044-474772441,99301,5YJXCBE4,Tesla Model X,BEV
2811,WA-044-181085327,98370,1FADP5CU,Ford C-Max Energi,PHEV
2812,WA-044-179779953,98004,5YJYGDEE,Tesla Model Y,BEV
2813,WA-044-2683201,99004,1G1FY6S0,Chevrolet Bolt EV,BEV
2814,WA-044-333430254,98926,5YJ3E1EB,Tesla Model 3,BEV
2815,WA-044-168093523,98277,WMEEJ9AA,Smart forTwo EV,BEV
2816,WA-044-350113242,98012,5YJ3E1EA,Tesla Model 3,BEV
2817,WA-044-476692996,98052,5YJ3E1EB,Tesla Model 3,BEV
2818,WA-044-315354399,98632,5YJ3E1EA,Tesla Model 3,BEV
2819,WA-044-9855716,98107,KNDCC3LG,Kia Niro EV,BEV
2820,WA-044-180772231,98012,5YJXCBE2,Tesla Model X,BEV
2821,WA-044-268139847,98052,5YJSA1E2,Tesla Model S,BEV
2822,WA-044-315215071,98077,1N4AZ1CP,Nissan Leaf,BEV
2823,WA-044-157655592,98020,5YJYGAEE,Tesla Model Y,BEV
2824,WA-044-474901031,98072,5YJSA1E2,Tesla Model S,BEV
2825,WA-044-5001958,98685,5YJSA1E2,Tesla Model S,BEV
2826,WA-044-474843043,98382,5YJSA1E2,Tesla Model S,BEV
2827,WA-044-187735698,98155,1G1RB6E4,Chevrolet Volt,PHEV
2828,WA-044-1957798,98503,5YJ3E1EA,Tesla Model 3,BEV
2829,WA-044-476019365,98019,2C4RC1N7,Chrysler Pacifica,PHEV
2830,WA-044-177916259,98122,1C4JJXP6,Jeep Wrangler Plug In,PHEV
2831,WA-044-253954879,98033,WA1LAAGE,Audi e-tron,BEV
2832,WA-044-253517463,98070,1G1RA6E4,Chevrolet Volt,PHEV
2833,WA-044-5013942,98075,5YJSA1E2,Tesla Model S,BEV
2834,WA-044-165715049,98019,KNDJX3AE,Kia Soul EV,BEV
2835,WA-044-325312375,98075,5YJ3E1EB,Tesla Model 3,BEV
2836,WA-044-475434872,98516,5YJSA1E2,Tesla Model S,BEV
2837,WA-044-7910381,98034,5YJ3E1EB,Tesla Model 3,BEV
2838,WA-044-336263567,98004,5YJXCBE2,Tesla Model X,BEV
2839,WA-044-232222168,98058,1G1RC6S5,Chevrolet Volt,PHEV
2840,WA-044-4768963,98070,1N4BZ1CP,Nissan Leaf,BEV
2841,WA-044-311003199,98110,2C4RC1N7,Chrysler Pacifica,PHEV
2842,WA-044-474787428,98837,5YJ3E1EB,Tesla Model 3,BEV
2843,WA-044-4872122,98004,WVWKP7AU,Volkswagen e-Golf,BEV
2844,WA-044-211614091,98367,WBY1Z8C3,BMW i3 REx,PHEV
2845,WA-044-350204116,98052,1N4BZ0CP,Nissan Leaf,BEV
2846,WA-044-270457120,98070,3C3CFFGE,Fiat 500e,BEV
2847,WA-044-237973424,98021,1N4BZ0CP,Nissan Leaf,BEV
2848,WA-044-335011701,98942,JTDKARFP,Toyota Prius Prime,PHEV
2849,WA-044-349001005,98052,1N4BZ0CP,Nissan Leaf,BEV
2850,WA-044-226001842,98528,2C4RC1N7,Chrysler Pacifica,PHEV
2851,WA-044-476774147,98148,5YJ3E1EB,Tesla Model 3,BEV
2852,WA-044-350269272,98501,1G1FW6S0,Chevrolet Bolt EV,BEV
2853,WA-044-246208966,98029,5YJSA1H1,Tesla Model S,BEV
2854,WA-044-9460937,98072,1N4AZ0CP,Nissan Leaf,BEV
2855,WA-044-179858332,98012,3FA6P0PU,Ford Fusion Energi,PHEV
2856,WA-044-238321079,98074,2C4RC1N7,Chrysler Pacifica,PHEV
2857,WA-044-336222267,98516,JN1AZ0CP,Nissan Leaf,BEV
2858,WA-044-350217094,98052,5YJSA1E2,Tesla Model S,BEV
2859,WA-044-252804324,98110,KNDJX3AE,Kia Soul EV,BEV
2860,WA-044-9092576,98034,5YJ3E1EC,Tesla Model 3,BEV
2861,WA-044-4943858,98103,5YJ3E1EA,Tesla Model 3,BEV
2862,WA-044-280903003,98229,5YJ3E1EB,Tesla Model 3,BEV
2863,WA-044-199930951,98008,5YJSA1H1,Tesla Model S,BEV
2864,WA-044-347462804,98563,JHMZC5F3,Honda Clarity Plug In,PHEV
2865,WA-044-210677974,98942,KL8CK6S0,Chevrolet Spark,BEV
2866,WA-044-476140948,98258,5YJ3E1EB,Tesla Model 3,BEV
2867,WA-044-224578490,98007,5YJ3E1EA,Tesla Model 3,BEV
2868,WA-044-247523622,98033,5YJXCAE2,Tesla Model X,BEV
2869,WA-044-4861216,98155,5YJ3E1EC,Tesla Model 3,BEV
2870,WA-044-199171654,98106,5YJ3E1EA,Tesla Model 3,BEV
2871,WA-044-334666307,98103,5YJ3E1EB,Tesla Model 3,BEV
2872,WA-044-473693615,98168,5UXKT0C3,BMW X5,PHEV
2873,WA-044-269658063,98034,5YJ3E1EB,Tesla Model 3,BEV
2874,WA-044-474807441,98122,5YJ3E1EB,Tesla Model 3,BEV
2875,WA-044-211195834,98221,WBY1Z8C5,BMW i3 REx,PHEV
2876,WA-044-227128520,98272,1N4BZ0CP,Nissan Leaf,BEV
2877,WA-044-165145788,98040,1G1RA6S5,Chevrolet Volt,PHEV
2878,WA-044-174818787,98155,WVWKR7AU,Volkswagen e-Golf,BEV
2879,WA-044-196187330,98274,JN1AZ0CP,Nissan Leaf,BEV
2880,WA-044-211601050,98034,3C3CFFGE,Fiat 500e,BEV
2881,WA-044-199732249,98383,5YJ3E1EA,Tesla Model 3,BEV
2882,WA-044-224689258,98006,3C3CFFGE,Fiat 500e,BEV
2883,WA-044-334350215,98391,5YJ3E1EB,Tesla Model 3,BEV
2884,WA-044-252964967,98005,5YJSA1E2,Tesla Model S,BEV
2885,WA-044-261221726,98117,5YJ3E1EB,Tesla Model 3,BEV
2886,WA-044-188501197,98366,1N4AZ0CP,Nissan Leaf,BEV
2887,WA-044-220288057,98104,1FADP5CU,Ford C-Max Energi,PHEV
2888,WA-044-476153338,98513,5YJ3E1EB,Tesla Model 3,BEV
2889,WA-044-333454019,98012,5YJ3E1EA,Tesla Model 3,BEV
2890,WA-044-347820147,98117,5YJ3E1EA,Tesla Model 3,BEV
2891,WA-044-475297154,98006,5YJ3E1EB,Tesla Model 3,BEV
2892,WA-044-291256101,98052,5YJSA1E4,Tesla Model S,BEV
2893,WA-044-4805762,98296,5YJ3E1EA,Tesla Model 3,BEV
2894,WA-044-475272717,98273,1G1FX6S0,Chevrolet Bolt EV,BEV
2895,WA-044-181042501,98075,5YJ3E1EB,Tesla Model 3,BEV
2896,WA-044-171183323,98332,5YJYGAEE,Tesla Model Y,BEV
2897,WA-044-474010554,98126,5YJ3E1EB,Tesla Model 3,BEV
2898,WA-044-231863061,98606,5YJXCBE4,Tesla Model X,BEV
2899,WA-044-349158470,98857,1G1RH6E4,Chevrolet Volt,PHEV
2900,WA-044-7969027,99224,3FA6P0SU,Ford Fusion Energi,PHEV
2901,WA-044-206898100,98053,5YJ3E1EA,Tesla Model 3,BEV
2902,WA-044-168429810,98903,5YJYGDEF,Tesla Model Y,BEV
2903,WA-044-206183603,98571,5YJSA1E2,Tesla Model S,BEV
2904,WA-044-333929221,99201,5YJ3E1EA,Tesla Model 3,BEV
2905,WA-044-8944400,98021,1N4AZ1CP,Nissan Leaf,BEV
2906,WA-044-3124530,98008,WBY1Z4C5,BMW i3 REx,PHEV
2907,WA-044-287136503,98059,5YJ3E1EA,Tesla Model 3,BEV
2908,WA-044-4777874,98110,5YJ3E1EB,Tesla Model 3,BEV
2909,WA-044-266434731,98144,5UXKT0C5,BMW X5,PHEV
2910,WA-044-475459911,98122,5YJ3E1EB,Tesla Model 3,BEV
2911,WA-044-218869941,98373,1G1RA6E4,Chevrolet Volt,PHEV
2912,WA-044-211346586,98538,1G1RD6E4,Chevrolet Volt,PHEV
2913,WA-044-206740922,99218,JN1AZ0CP,Nissan Leaf,BEV
2914,WA-044-157556388,98006,5UXTA6C0,BMW X5,PHEV
2915,WA-044-269421771,98012,JN1AZ0CP,Nissan Leaf,BEV
2916,WA-044-310960303,98052,1G1RD6S5,Chevrolet Volt,PHEV
2917,WA-044-348834118,98229,1G1RA6S5,Chevrolet Volt,PHEV
2918,WA-044-4777,98103,5YJXCBE4,Tesla Model X,BEV
2919,WA-044-239310746,98077,1G1RA6S5,Chevrolet Volt,PHEV
2920,WA-044-9579657,98501,1G1FW6S0,Chevrolet Bolt EV,BEV
2921,WA-044-473978977,99203,WBAJB1C5,BMW 5-Series Plug in,PHEV
2922,WA-044-475336564,98026,5YJ3E1EB,Tesla Model 3,BEV
2923,WA-044-476066524,98221,1N4AZ1CP,Nissan Leaf,BEV
2924,WA-044-175260214,98006,3C3CFFGE,Fiat 500e,BEV
2925,WA-044-182235805,98052,3FA6P0SU,Ford Fusion Energi,PHEV
2926,WA-044-268826974,98020,LYVBR0DL,Volvo XC60 Plug In,PHEV
2927,WA-044-177962179,98029,5YJYGAEE,Tesla Model Y,BEV
2928,WA-044-316178796,98685,5YJ3E1EA,Tesla Model 3,BEV
2929,WA-044-188087161,98030,5YJSA1S1,Tesla Model S,BEV
2930,WA-044-154244429,98011,YV4ED3UR,Volvo XC40 Recharge,BEV
2931,WA-044-314245410,98250,5YJSA1E2,Tesla Model S,BEV
2932,WA-044-303362335,98077,2C4RC1N7,Chrysler Pacifica,PHEV
2933,WA-044-266507503,98108,WAUTPBFF,Audi A3 Plug In,PHEV
2934,WA-044-313131752,98026,JTDKARFP,Toyota Prius Prime,PHEV
2935,WA-044-347863883,98177,1N4AZ0CP,Nissan Leaf,BEV
2936,WA-044-469297055,98116,5YJ3E1EA,Tesla Model 3,BEV
2937,WA-044-180966061,98004,5YJYGDEE,Tesla Model Y,BEV
2938,WA-044-9880104,98177,WA1E2AFY,Audi Q5 Plug In,PHEV
2939,WA-044-225510015,98144,WBY1Z2C5,BMW i3,BEV
2940,WA-044-252217990,98115,1FADP5CU,Ford C-Max Energi,PHEV
2941,WA-044-337277643,98606,5YJSA1E2,Tesla Model S,BEV
2942,WA-044-179818635,98661,1G1FW6S0,Chevrolet Bolt EV,BEV
2943,WA-044-348884420,98382,JN1AZ0CP,Nissan Leaf,BEV
2944,WA-044-210507636,98105,YV4BC0PL,Volvo XC90 Plug In,PHEV
2945,WA-044-3478254,98053,5YJ3E1EB,Tesla Model 3,BEV
2946,WA-044-2261710,98104,3FA6P0WU,Ford Fusion Energi,PHEV
2947,WA-044-2187146,98391,5YJ3E1EA,Tesla Model 3,BEV
2948,WA-044-187934085,98229,1G1FW6S0,Chevrolet Bolt EV,BEV
2949,WA-044-177954276,98004,JTDKARFP,Toyota Prius Prime,PHEV
2950,WA-044-8822187,98115,1G1FY6S0,Chevrolet Bolt EV,BEV
2951,WA-044-478838888,98052,5YJ3E1EB,Tesla Model 3,BEV
2952,WA-044-292062606,98119,1N4AZ0CP,Nissan Leaf,BEV
2953,WA-044-4873578,98024,5YJXCDE2,Tesla Model X,BEV
2954,WA-044-266827438,98038,1N4AZ1CP,Nissan Leaf,BEV
2955,WA-044-337166392,98407,JTDKARFP,Toyota Prius Prime,PHEV
2956,WA-044-238507608,98531,1G1RC6S5,Chevrolet Volt,PHEV
2957,WA-044-168362022,98109,5YJYGDEE,Tesla Model Y,BEV
2958,WA-044-4733634,98683,5YJ3E1EC,Tesla Model 3,BEV
2959,WA-044-9098218,98606,5YJ3E1EC,Tesla Model 3,BEV
2960,WA-044-9173062,98607,5YJ3E1EB,Tesla Model 3,BEV
2961,WA-044-348876111,98367,2C4RC1N7,Chrysler Pacifica,PHEV
2962,WA-044-270219925,98177,5YJ3E1EA,Tesla Model 3,BEV
2963,WA-044-266714990,98027,5YJ3E1EB,Tesla Model 3,BEV
2964,WA-044-179967728,98006,5YJYGDEE,Tesla Model Y,BEV
2965,WA-044-157663754,98116,5YJYGDEE,Tesla Model Y,BEV
2966,WA-044-458887565,98103,5YJ3E1EB,Tesla Model 3,BEV
2967,WA-044-348896446,98296,1G1FW6S0,Chevrolet Bolt EV,BEV
2968,WA-044-347407196,98467,2C4RC1N7,Chrysler Pacifica,PHEV
2969,WA-044-154041310,98107,5YJYGAEE,Tesla Model Y,BEV
2970,WA-044-333761725,99337,1G1RA6S5,Chevrolet Volt,PHEV
2971,WA-044-268828094,98501,JA4J24A5,Mitsubishi Outlander Plug In,PHEV
2972,WA-044-211823363,99362,5YJSA1DN,Tesla Model S,BEV
2973,WA-044-238121663,98121,5YJSA1E2,Tesla Model S,BEV
2974,WA-044-237694698,98570,1G1RB6S5,Chevrolet Volt,PHEV
2975,WA-044-167932103,98422,1N4AZ0CP,Nissan Leaf,BEV
2976,WA-044-212873097,98110,5YJSA1CN,Tesla Model S,BEV
2977,WA-044-474036860,99203,WBAJB1C5,BMW 5-Series Plug in,PHEV
2978,WA-044-337232395,98671,WBY1Z4C5,BMW i3 REx,PHEV
2979,WA-044-1995500,98101,7JRBR0FL,Volvo S60 Plug In,PHEV
2980,WA-044-177907243,98029,5YJ3E1EA,Tesla Model 3,BEV
2981,WA-044-182338019,98607,3FA6P0SU,Ford Fusion Energi,PHEV
2982,WA-044-325711655,98072,1N4BZ1CP,Nissan Leaf,BEV
2983,WA-044-179776495,98021,5YJ3E1EA,Tesla Model 3,BEV
2984,WA-044-253151377,99223,1G1FW6S0,Chevrolet Bolt EV,BEV
2985,WA-044-311874265,98649,5YJ3E1EB,Tesla Model 3,BEV
2986,WA-044-252647608,98053,1N4BZ0CP,Nissan Leaf,BEV
2987,WA-044-251404723,98125,1N4BZ0CP,Nissan Leaf,BEV
2988,WA-044-238945339,98020,WBY1Z4C5,BMW i3 REx,PHEV
2989,WA-044-225843586,98382,2C4RC1L7,Chrysler Pacifica,PHEV
2990,WA-044-175096183,98034,WBY1Z2C5,BMW i3,BEV
2991,WA-044-289104735,98053,5YJ3E1EA,Tesla Model 3,BEV
2992,WA-044-325160916,98405,1N4BZ0CP,Nissan Leaf,BEV
2993,WA-044-473896468,98116,5YJ3E1EB,Tesla Model 3,BEV
2994,WA-044-164519064,98370,JTDKARFP,Toyota Prius Prime,PHEV
2995,WA-044-151366904,98665,5YJYGDEF,Tesla Model Y,BEV
2996,WA-044-2074019,98075,5YJXCAE2,Tesla Model X,BEV
2997,WA-044-179808023,98338,5YJ3E1EA,Tesla Model 3,BEV
2998,WA-044-251985975,98040,1N4AZ0CP,Nissan Leaf,BEV
2999,WA-044-350183984,99223,5UXKT0C5,BMW X5,PHEV
3000,WA-044-245415397,98087,5YJ3E1EA,Tesla Model 3,BEV
3001,WA-044-188457881,98335,1N4AZ0CP,Nissan Leaf,BEV
3002,WA-044-270535989,98108,5YJ3E1EA,Tesla Model 3,BEV
3003,WA-044-476924696,98117,WBY8P4C5,BMW i3,BEV
3004,WA-044-182287409,98109,5YJ3E1EA,Tesla Model 3,BEV
3005,WA-044-476857293,98070,JTDKARFP,Toyota Prius Prime,PHEV
3006,WA-044-8875177,98119,5YJ3E1EA,Tesla Model 3,BEV
3007,WA-044-167896599,98117,5YJSA1E2,Tesla Model S,BEV
3008,WA-044-224080958,98002,JTDKN3DP,Toyota Prius Plug-in,PHEV
3009,WA-044-473825313,98382,5YJSA1E2,Tesla Model S,BEV
3010,WA-044-232532485,98116,WBY1Z4C5,BMW i3 REx,PHEV
3011,WA-044-476733162,98506,5YJ3E1EB,Tesla Model 3,BEV
3012,WA-044-206467551,98107,1N4AZ0CP,Nissan Leaf,BEV
3013,WA-044-316315548,98229,WA1LAAGE,Audi e-tron,BEV
3014,WA-044-1886804,98208,JHMZC5F3,Honda Clarity Plug In,PHEV
3015,WA-044-226512751,98136,5YJSA1H1,Tesla Model S,BEV
3016,WA-044-157636216,98072,5YJYGDEE,Tesla Model Y,BEV
