Vehicle ID,ZIP Code,Registration Valid Date,VIN Prefix,VIN Model Year,DMV ID,DMV ID Complete,DMV Snapshot,Registration Expiration Date,State Abbreviation,Geography,Vehicle Name,Technology
WA-044-473978977,99203,20/12/2021,WBAJB1C5,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW 5-Series Plug in,PHEV
WA-044-475336564,98026,20/12/2021,5YJ3E1EB,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-476066524,98221,20/12/2021,1N4AZ1CP,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-175260214,98006,20/12/2021,3C3CFFGE,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Fiat 500e,BEV
WA-044-182235805,98052,20/12/2021,3FA6P0SU,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Ford Fusion Energi,PHEV
WA-044-268826974,98020,20/12/2021,LYVBR0DL,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Volvo XC60 Plug In,PHEV
WA-044-177962179,98029,20/12/2021,5YJYGAEE,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-316178796,98685,20/12/2021,5YJ3E1EA,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-188087161,98030,20/12/2021,5YJSA1S1,E,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-154244429,98011,20/12/2021,YV4ED3UR,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Volvo XC40 Recharge,BEV
WA-044-314245410,98250,20/12/2021,5YJSA1E2,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-303362335,98077,20/12/2021,2C4RC1N7,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chrysler Pacifica,PHEV
WA-044-266507503,98108,20/12/2021,WAUTPBFF,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Audi A3 Plug In,PHEV
WA-044-313131752,98026,20/12/2021,JTDKARFP,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota Prius Prime,PHEV
WA-044-347863883,98177,20/12/2021,1N4AZ0CP,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-469297055,98116,20/12/2021,5YJ3E1EA,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-180966061,98004,20/12/2021,5YJYGDEE,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-9880104,98177,20/12/2021,WA1E2AFY,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Audi Q5 Plug In,PHEV
WA-044-225510015,98144,20/12/2021,WBY1Z2C5,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW i3,BEV
WA-044-252217990,98115,20/12/2021,1FADP5CU,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Ford C-Max Energi,PHEV
WA-044-337277643,98606,20/12/2021,5YJSA1E2,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-179818635,98661,20/12/2021,1G1FW6S0,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-348884420,98382,20/12/2021,JN1AZ0CP,B,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-210507636,98105,20/12/2021,YV4BC0PL,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Volvo XC90 Plug In,PHEV
WA-044-3478254,98053,20/12/2021,5YJ3E1EB,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-2261710,98104,20/12/2021,3FA6P0WU,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Ford Fusion Energi,PHEV
WA-044-2187146,98391,20/12/2021,5YJ3E1EA,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-187934085,98229,20/12/2021,1G1FW6S0,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-177954276,98004,20/12/2021,JTDKARFP,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota Prius Prime,PHEV
WA-044-8822187,98115,20/12/2021,1G1FY6S0,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-478838888,98052,20/12/2021,5YJ3E1EB,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-292062606,98119,20/12/2021,1N4AZ0CP,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-4873578,98024,20/12/2021,5YJXCDE2,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model X,BEV
WA-044-266827438,98038,20/12/2021,1N4AZ1CP,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-337166392,98407,20/12/2021,JTDKARFP,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota Prius Prime,PHEV
WA-044-238507608,98531,20/12/2021,1G1RC6S5,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Volt,PHEV
WA-044-168362022,98109,20/12/2021,5YJYGDEE,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-4733634,98683,20/12/2021,5YJ3E1EC,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-9098218,98606,20/12/2021,5YJ3E1EC,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-9173062,98607,20/12/2021,5YJ3E1EB,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-348876111,98367,20/12/2021,2C4RC1N7,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chrysler Pacifica,PHEV
WA-044-270219925,98177,20/12/2021,5YJ3E1EA,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-266714990,98027,20/12/2021,5YJ3E1EB,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-179967728,98006,20/12/2021,5YJYGDEE,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-157663754,98116,20/12/2021,5YJYGDEE,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-458887565,98103,20/12/2021,5YJ3E1EB,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-348896446,98296,20/12/2021,1G1FW6S0,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-347407196,98467,20/12/2021,2C4RC1N7,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chrysler Pacifica,PHEV
WA-044-154041310,98107,20/12/2021,5YJYGAEE,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-333761725,99337,20/12/2021,1G1RA6S5,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Volt,PHEV
WA-044-268828094,98501,20/12/2021,JA4J24A5,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Mitsubishi Outlander Plug In,PHEV
WA-044-211823363,99362,20/12/2021,5YJSA1DN,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-238121663,98121,20/12/2021,5YJSA1E2,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-237694698,98570,20/12/2021,1G1RB6S5,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Volt,PHEV
WA-044-167932103,98422,20/12/2021,1N4AZ0CP,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-212873097,98110,20/12/2021,5YJSA1CN,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-474036860,99203,20/12/2021,WBAJB1C5,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW 5-Series Plug in,PHEV
WA-044-337232395,98671,20/12/2021,WBY1Z4C5,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW i3 REx,PHEV
WA-044-1995500,98101,20/12/2021,7JRBR0FL,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Volvo S60 Plug In,PHEV
WA-044-177907243,98029,20/12/2021,5YJ3E1EA,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-182338019,98607,20/12/2021,3FA6P0SU,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Ford Fusion Energi,PHEV
WA-044-325711655,98072,20/12/2021,1N4BZ1CP,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-179776495,98021,20/12/2021,5YJ3E1EA,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-253151377,99223,20/12/2021,1G1FW6S0,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-311874265,98649,20/12/2021,5YJ3E1EB,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-252647608,98053,20/12/2021,1N4BZ0CP,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-251404723,98125,20/12/2021,1N4BZ0CP,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-238945339,98020,20/12/2021,WBY1Z4C5,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW i3 REx,PHEV
WA-044-225843586,98382,20/12/2021,2C4RC1L7,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chrysler Pacifica,PHEV
WA-044-175096183,98034,20/12/2021,WBY1Z2C5,E,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW i3,BEV
WA-044-289104735,98053,20/12/2021,5YJ3E1EA,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-325160916,98405,20/12/2021,1N4BZ0CP,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-473896468,98116,20/12/2021,5YJ3E1EB,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-164519064,98370,20/12/2021,JTDKARFP,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota Prius Prime,PHEV
WA-044-151366904,98665,20/12/2021,5YJYGDEF,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-2074019,98075,20/12/2021,5YJXCAE2,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model X,BEV
WA-044-179808023,98338,20/12/2021,5YJ3E1EA,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-251985975,98040,20/12/2021,1N4AZ0CP,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-350183984,99223,20/12/2021,5UXKT0C5,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW X5,PHEV
WA-044-245415397,98087,20/12/2021,5YJ3E1EA,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-188457881,98335,20/12/2021,1N4AZ0CP,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-270535989,98108,20/12/2021,5YJ3E1EA,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-476924696,98117,20/12/2021,WBY8P4C5,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW i3,BEV
WA-044-182287409,98109,20/12/2021,5YJ3E1EA,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-476857293,98070,20/12/2021,JTDKARFP,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota Prius Prime,PHEV
WA-044-8875177,98119,20/12/2021,5YJ3E1EA,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-167896599,98117,20/12/2021,5YJSA1E2,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-224080958,98002,20/12/2021,JTDKN3DP,C,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota Prius Plug-in,PHEV
WA-044-473825313,98382,20/12/2021,5YJSA1E2,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-232532485,98116,20/12/2021,WBY1Z4C5,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW i3 REx,PHEV
WA-044-476733162,98506,20/12/2021,5YJ3E1EB,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-206467551,98107,20/12/2021,1N4AZ0CP,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-316315548,98229,20/12/2021,WA1LAAGE,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Audi e-tron,BEV
WA-044-1886804,98208,20/12/2021,JHMZC5F3,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Honda Clarity Plug In,PHEV
WA-044-226512751,98136,20/12/2021,5YJSA1H1,E,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-157636216,98072,20/12/2021,5YJYGDEE,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-333172003,98406,20/12/2021,5YJ3E1EB,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-325422023,98029,20/12/2021,5YJ3E1EB,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-233083455,98045,20/12/2021,1N4AZ0CP,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-154185657,98004,20/12/2021,5YJYGDEE,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-185088837,98118,20/12/2021,JTMAB3FV,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota RAV4 Prime,PHEV
WA-044-333070454,98029,20/12/2021,5YJ3E1EA,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-184591088,98034,20/12/2021,5YJSA1H1,E,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-326911945,98118,20/12/2021,5YJ3E1EA,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-177964790,98188,20/12/2021,5YJ3E1EA,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-233481279,98103,20/12/2021,1N4AZ0CP,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-476777430,98118,20/12/2021,KL8CL6S0,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Spark,BEV
WA-044-239962033,98006,20/12/2021,1N4AZ0CP,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-8086893,98014,20/12/2021,5YJ3E1EC,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-289788285,98036,20/12/2021,1G1FX6S0,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-9488125,98629,20/12/2021,3FA6P0SU,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Ford Fusion Energi,PHEV
WA-044-154007584,98116,20/12/2021,YV4BC0PM,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Volvo XC90 Plug In,PHEV
WA-044-185253981,98661,20/12/2021,JTMEB3FV,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota RAV4 Prime,PHEV
WA-044-157536956,98296,20/12/2021,5YJXCAE4,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model X,BEV
WA-044-280877726,98372,20/12/2021,WBY1Z8C3,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW i3 REx,PHEV
WA-044-476784402,98168,20/12/2021,5YJ3E1EB,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-268160875,98011,20/12/2021,WBY1Z4C5,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW i3 REx,PHEV
WA-044-211745551,98270,20/12/2021,5YJXCAE2,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model X,BEV
WA-044-225725216,98053,20/12/2021,5YJXCBE2,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model X,BEV
WA-044-232852959,98665,20/12/2021,1G1RB6S5,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Volt,PHEV
WA-044-182322381,98177,20/12/2021,5YJYGDEE,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model Y,BEV
WA-044-181082541,98188,20/12/2021,1FMCU0EZ,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Ford Escape Plug-in Hybrid,PHEV
WA-044-251605196,98294,20/12/2021,1G1RB6E4,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Volt,PHEV
WA-044-348836869,98229,20/12/2021,5YJ3E1EA,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-266397428,98117,20/12/2021,KNDJX3AE,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Kia Soul EV,BEV
WA-044-280082211,98012,20/12/2021,5YJ3E1EB,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-237161368,98117,20/12/2021,1N4AZ0CP,E,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-9106247,99022,20/12/2021,1N4BZ1CP,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-165003835,98112,20/12/2021,5YJSA1AC,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-316416817,98248,20/12/2021,1G1FX6S0,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-325579719,99338,20/12/2021,5YJ3E1EB,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-475323768,98177,20/12/2021,KMHC75LD,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Hyundai Ioniq Plug In,PHEV
WA-044-336706198,98115,20/12/2021,5YJ3E1EB,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-219797973,98107,20/12/2021,1G1FW6S0,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-164979391,98312,20/12/2021,5YJSA1E2,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-232251617,98146,20/12/2021,JN1AZ0CP,B,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-4656914,98837,20/12/2021,1G6RL1E4,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Cadillac ELR,PHEV
WA-044-213110173,98245,20/12/2021,5YJSA1E1,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-3126308,98034,20/12/2021,5YJ3E1EC,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-7933327,98105,20/12/2021,5YJSA1E2,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-4591646,98201,20/12/2021,5YJ3E1EB,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-2254542,98110,20/12/2021,5YJ3E1EA,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-312647702,99301,20/12/2021,5YJSA1E1,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-151401995,98070,20/12/2021,1N4AZ0CP,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-287031223,98034,20/12/2021,5YJ3E1EA,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-171126630,99114,20/12/2021,5YJ3E1EB,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-163783147,98133,20/12/2021,1N4AZ0CP,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-211956958,98270,20/12/2021,JTDKN3DP,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota Prius Plug-in,PHEV
WA-044-224883179,98033,20/12/2021,3FA6P0PU,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Ford Fusion Energi,PHEV
WA-044-350397995,98580,20/12/2021,3FA6P0PU,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Ford Fusion Energi,PHEV
WA-044-289544741,98001,20/12/2021,1G1RB6S5,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Volt,PHEV
WA-044-233373115,99338,20/12/2021,1G1RD6E4,C,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Volt,PHEV
WA-044-238081322,98006,20/12/2021,5YJ3E1EB,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-187239090,98031,20/12/2021,5YJ3E1EB,K,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-237061968,98037,20/12/2021,1N4AZ0CP,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-2258014,98042,20/12/2021,5YJ3E1EC,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-314246698,98117,20/12/2021,JTDKN3DP,D,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Toyota Prius Plug-in,PHEV
WA-044-348886576,98624,20/12/2021,1G1FW6S0,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-157562156,98034,20/12/2021,1G1FZ6S0,M,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Bolt EV,BEV
WA-044-4867418,98031,20/12/2021,5YJ3E1EA,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-291147349,98155,20/12/2021,WVWKR7AU,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Volkswagen e-Golf,BEV
WA-044-9023409,98686,20/12/2021,5YJ3E1EB,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-2664812,98501,20/12/2021,1N4AZ0CP,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-316294793,98105,20/12/2021,WBAJB1C5,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW 5-Series Plug in,PHEV
WA-044-9319145,98503,20/12/2021,1G1RB6S5,H,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Chevrolet Volt,PHEV
WA-044-179804943,98052,20/12/2021,5YJ3E1EA,J,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-4854846,98092,20/12/2021,5YJ3E1EB,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-348726521,98031,20/12/2021,WBY1Z4C5,F,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,BMW i3 REx,PHEV
WA-044-314478706,99004,20/12/2021,1N4BZ0CP,G,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Nissan Leaf,BEV
WA-044-2199830,98374,20/12/2021,5YJ3E1EA,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
WA-044-348598722,98407,20/12/2021,5YJSA1H1,E,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model S,BEV
WA-044-4944502,98028,20/12/2021,5YJ3E1EB,L,44,WA44,WA DMV Direct (12/20/2021),NULL,WA,ZIP Code,Tesla Model 3,BEV
